id,ordemdecompra,categoria,descricao,parcelamento,numcard,datacompra,previsao,qtd,fornecedor,recebido,medida
184,4200459305,Porta de Aluminio,PORTA ESPELHO PRATA 994x745,0,,2023-05-15,2023-05-30,2,VALTER,2023-05-29,
185,4210197003,Porta de Aluminio,PORTA DESLIZANTE - ESPELHO PRATA 654x685,0,,2023-05-08,2023-05-23,2,VALTER,2023-05-23,
186,4200466501,Porta de Aluminio,PORTA REFLECTA PRATA 771x344,0,,2023-05-18,2023-06-02,1,VALTER,2023-05-29,
187,4210197801,Paineis,"LEANDRO, RELTON COLAR AVISO NO PROJETO AFIRMANDO VISTO",0,,,,1,,2022-12-19,
188,4210198004,Porta de Aluminio,PORTA DESLIZANTE C/ ESPELHO CRISTAL PRATA - PERFIL FINOE PUX. FINO,0,,2023-03-30,2023-04-14,2,VALTER,2023-04-03,
189,4210198005,Porta de Aluminio,PORTA DESLIZANTE C/ ESPELHO CRISTAL PRATA - PERFIL FINOE PUX. FINO,0,,,,2,VALTER,2023-03-16,
190,4210199803,Acessorios Avulsos,PUXADOR SLIM CROMADO ITALYLINE IL280 - 128MM,3,626.0,2023-01-20,2023-01-31,4,FORMATTO PUXADORES,2023-01-27,
191,4210195901,Acessorios Avulsos,PUXADOR FACETATO CHAMPAGNE 1001,0,,2023-02-02,2023-02-03,4,Valter,2023-02-03,
192,4210195901,Acessorios Avulsos,PONTEIRA PE 183 CHAMPAGNE 1001,0,,2023-02-02,2023-02-03,22,Valter,2023-02-03,
193,4200476401,Acessorios Avulsos,PUXADOR MOD. EURO - COR GRIGIO - ZEN - REF: ZPA033,0,,2023-02-01,2023-03-21,8,PONTO DAS FERRAGENS,2023-03-06,
194,4200476401,Acessorios Avulsos,CANALETA LED FLEXIVEL 18X6MM - DIFUSOR FOSCO R5 - METROS,0,,,,20,ESTOQUE,2023-02-02,
195,4200476402,Acessorios Avulsos,SUPORTE INVISÍVEL C/ BUCHA,0,,,,11,ESTOQUE,2023-02-02,
196,4210199504,Vidro / Espelho,ESPELHO PRATA - 795x424,0,,2023-01-27,2023-02-07,1,GARANTE,2023-02-06,
197,4210199504,Vidro / Espelho,PRATELEIRAS DE VIDRO 8MM - 108x150,0,,2023-01-27,2023-02-07,6,GARANTE,2023-02-06,
198,4210199506,Porta de Aluminio,PORTA DESLIZANTE - ESPELHO PRATA,0,,,,1,VALTER,2023-02-06,
199,4210199507,Porta de Aluminio,PORTA ESPELHO PRATA PUX E PERFIL FINO ALUMINIO,0,,,,1,VALTER,2023-02-06,
200,4210199508,Porta de Aluminio,PORTA ESPELHO PRATA C/ PERFIL E PUX. FINO ALUMINIO,0,,,,1,VALTER,2023-02-06,
201,4210199510,Porta de Aluminio,PORTA ESPELHO PRATA C/ PERFIL E PUX. FINO ALUMINIO,0,,,,1,VALTER,2023-02-06,
202,4210195901,Acessorios Avulsos,DIVISOR TALHER 572x420,0,,2023-02-09,2023-02-13,1,"MERCADO LIVR
E",2023-02-13,
203,4210195901,Acessorios Avulsos,DIVISOR TALHER 572x470,0,,2023-02-09,2023-02-13,1,MERCADO LIVRE,2023-02-13,
204,4200485201,Vidro / Espelho,ESPELHO REDONDO,0,,2023-02-02,2023-02-06,1,P.S DO VIDRO,2023-02-06,
205,4200485201,Acessorios Avulsos,PERFIL FLEXIVEL P/ LED - METRO,0,,2023-02-02,2023-02-09,2,MERCADO LIVRE,2023-02-06,
206,4200488601,Porta de Aluminio,PORTA REFLECTA PRATA C/ PERFIL FINO E PUX. PRATA,0,,,,1,VALTER,2023-02-22,
207,4200480501,Porta de Aluminio,PORTA DE VIDRO INCOLOR C/ PERFIL PRETO E PUX. FINO 100MM,0,,2023-02-07,2023-02-22,2,VALTER,2023-02-23,
208,4200480502,Porta de Aluminio,PORTA ESPELHO PRATA PERFIL FINO E PUX 098 ALUMINIO,0,,2023-02-07,2023-02-22,2,VALTER,2023-02-23,
209,4200480503,Porta de Aluminio,POTA ESPELHO PRATA C/ PERFIL ALUMINIO S/ PUX.,0,,2023-02-07,2023-02-22,2,VALTER,2023-02-23,
210,4210196101,Vidro / Espelho,PRAT. VIDRO INCOLOR 8MM - 569x540,0,,2023-01-27,2023-02-07,1,GARANTE,2023-02-06,
211,4210196101,Vidro / Espelho,PRAT. VIDRO INCOLOR 8MM - 566x540,0,,2023-01-27,2023-02-07,1,GARANTE,2023-02-06,
212,4210199605,Acessorios Avulsos,FITA LED 3000K 12W C/ FONTE - 3 METROS,12,626.0,2023-03-29,2023-04-28,1,ILUMINIM LED,2023-05-03,
213,4200500701,Porta de Aluminio,PORTA ESPELHO REFLECTA BRONZE 346x436,0,,2023-05-15,2023-05-30,2,VALTER,2023-05-29,
214,4200500701,Porta de Aluminio,PORTA ESPELHO REFLECTA BRONZE 346x646,0,,2023-05-15,2023-05-30,2,VALTER,2023-05-29,
215,4200498701,Porta de Aluminio,PORTA VIDRO INCOLOR PERFIL PRETO 594x374,0,,2023-05-19,2023-06-03,2,VALTER,2023-05-29,
216,4200498702,Porta de Aluminio,PORTA VIDRO ESPELHO FUME 2326x396,0,,2023-05-19,2023-06-03,2,VALTER,2023-05-29,
217,4210173603,Porta de Aluminio,PORTA DESLIZANTE REFLECTA PRATA,0,,2023-06-09,2023-06-24,2,VALTER,2023-06-23,
218,4210173605,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA,0,,2023-06-09,2023-06-24,2,VALTER,2023-06-26,
219,4200406501,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,1,VALTER,2023-06-19,
220,4200406502,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE,0,,,,1,VALTER,2023-06-19,
221,4200406502,Acessorios Avulsos,DIVISORDE TALHER,0,,,,1,,2023-06-27,
222,4200499101,Porta de Aluminio,PORTA VIDRO BRANCO 796x394,0,,2023-05-18,2023-06-02,3,VALTER,2023-05-29,
223,4200490303,Porta de Aluminio,PORTA BASCULANTE REFLECTA PRATA 696X419,0,,2023-05-25,2023-06-09,1,VALTER,2023-06-23,
224,4210206002,Porta de Aluminio,PORTA VIDRO REFLECTA BRONZE 2394x342,0,,2023-05-18,2023-06-02,2,VALTER,2023-05-29,
225,4200372301,Porta de Aluminio,PORTA ESPELHO FUME 744x441,0,,2023-05-15,2023-05-30,1,VALTER,2023-05-29,
226,4200372303,Porta de Aluminio,PORTA ESPELHO PRATA 1033x417,0,,2023-05-15,2023-05-30,3,VALTER,2023-05-29,
227,4200494301,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE 396X666,0,,2023-05-26,2023-06-10,1,VALTER,2023-06-09,
228,4200494301,Acessorios Avulsos,LIXEIRA DESLIZANTE C/ BLINDAGEM 20LTS - MOD: 2066,0,,,,1,ESTOQUE,2023-04-27,
229,4200494301,Porta de Aluminio,PORTA VIDRO INCOLOR 1624X297,0,,2023-05-26,2023-06-10,2,VALTER,2023-06-09,
230,4200494301,Vidro / Espelho,PRATELEIRA VIDRO 8MM,0,,,,5,VALTER,2023-06-09,
231,4200494001,Acessorios Avulsos,KIT TRILHO PORTA RETRATIL ESCAMOTEAVEL KA5740 500MM,0,,,,3,HETTICH,2023-05-16,
232,4200494001,Acessorios Avulsos,LIXEIRA SCHMITT 230X515X455 CROMADA COD. 2066,0,,2023-05-24,2023-05-30,1,SCHMITT,2023-05-30,
233,4200494001,Porta de Aluminio,PORTA ALUMINIO REFLECTA BRONZE 413x531,0,,2023-04-25,2023-05-10,1,VALTER,2023-05-29,
234,4200502302,Acessorios Avulsos,TELA TIPO ALAMBRADO GALVANIZADO PARA PORTAS,0,,,,5,,2023-05-24,
235,4200502302,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,0,,2023-05-24,2023-05-25,11,,2023-05-25,
236,4210206701,Porta de Aluminio,PORTA ALUMINIO ESPELHO PRATA 704X732,0,,2023-05-25,2023-06-09,2,VALTER,2023-06-03,
237,4210207602,Porta de Aluminio,PORTAS DESLIZ. ESPELHO PRATA 2480X963,0,,2023-05-25,2023-06-09,2,VALTER,2023-06-03,
238,4210207602,Porta de Aluminio,PORTAS DE GIRO ESPELHO PRATA 2495X297,0,,2023-05-25,2023-06-09,2,VALTER,2023-06-03,
239,4220709401,Acessorios Avulsos,PASSA CABO CINZA,0,,,,2,LEO MADEIRAS,2023-05-12,
240,4220709401,Acessorios Avulsos,CORREDIÇA TELESCOPICA 350MM,0,,,,1,ESTOQUE,2023-06-06,
241,4210204201,Porta de Aluminio,PORTA VIDRO PRETO PERFIL FINO E PUX FINO PRETO,0,,2023-06-13,2023-06-28,2,VALTER,2023-06-26,
242,4220722801,Acessorios Avulsos,FITA LED COM FONTE - 3MTS E 4 FONTES,0,,,,4,,2023-07-25,
243,4210208909,Porta de Aluminio,PORTA ESPELHO VIDRO INCOLOR - 2324X312,0,,2023-07-14,2023-07-29,2,VALTER,2023-07-25,
244,4200502401,Acessorios Avulsos,SUPORTE INVISIVEL PARAFUSO COM BUCHA,0,,2023-07-27,2023-08-02,64,MERCADO LIVRE,2023-08-15,
245,4210208909,Acessorios Avulsos,AVENTOS BLUM HF STANDARD,0,,2023-07-14,2023-08-29,4,VAROTTI,2023-08-28,
246,4210214202,Vidro / Espelho,ESPELHO LAP. CANTO RETO 3MM - 1176X260,0,,2023-07-31,2023-08-15,2,VALTER,2023-09-15,
247,4200490701,Porta de Aluminio,porta basculante - 395x681 reflecta prata,0,,,,1,VALTER,2023-08-16,
248,4200503701,Porta de Aluminio,PORTA BASCULANTE 344X910,0,,,,2,VALTER,2023-08-25,
249,4200503701,Porta de Aluminio,PORTA DE GIRO1289X287,0,,,,2,VALTER,2023-08-25,
250,4200503701,Serralheria,METALON PRETO P/ PRATELEIRA,0,,2023-08-09,2023-09-08,1,METAL ITALO,2023-09-07,
251,4220729501,Acessorios Avulsos,FECHADURA BICO DE PAPAGAIO CHAVE 1 LADO,0,,2023-08-09,2023-08-09,1,ESCRITORIO,2023-08-09,
252,4200424701,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 2335X785,0,,,,1,VALTER,2023-09-20,
253,4200424701,Porta de Aluminio,PORTA DE GIRO 2204X525,0,,,,1,VALTER,2023-09-20,
254,4200424701,Vidro / Espelho,TAMPO VIDRO 6MM - SOBREPOR - 1465X50 - PEDIDO SERÁ FEITO APOÓS MONTAGEM,0,,,,1,VALTER,2023-09-20,
255,4200424704,Acessorios Avulsos,PUXADOR FACETATO RM-183 - CHAMP 1001 - barra 3mts,0,,2023-08-15,2023-08-15,5,VALTER,2023-08-17,
256,4200424704,Acessorios Avulsos,PONTEIRA CHAMP 1001 - PAR,0,,2023-08-15,2023-08-15,18,VALTER,2023-08-17,
257,4200424704,Serralheria,ESTRUTURA METALON,0,,2023-08-09,2023-09-08,0,METAL ITALO,2023-09-07,
258,4200424704,Porta de Aluminio,PORTA DE GIRO - 2326X413,0,,,,2,VALTER,2023-09-20,
259,4200424704,Porta de Aluminio,PORTA DE GIRO - 2326X414,0,,,,2,VALTER,2023-09-20,
260,4200424704,Vidro / Espelho,VIDRO 6MM - SERÁ CONFECCIONADO APÓS INSTALAÇÃO METALON,0,,,,4,,2023-09-20,
261,4210213801,Acessorios Avulsos,PÉS PLASTICO REGULAVEL 19CM,0,,,,20,ESTOQUE,2023-08-09,
262,4210213801,Acessorios Avulsos,DOBRADICA SUPER CURVA,0,,,,4,ESTOQUE,2023-08-09,
263,4210187501,Porta de Aluminio,PORTA BASCULANTE,0,,,,2,VALTER,2023-08-25,
264,4210187502,Porta de Aluminio,porta de vidro reflecta prata - 2284x447,0,,2023-08-11,2023-08-26,2,VALTER,2023-08-25,
265,4210187502,Vidro / Espelho,VIDRO INCOLOR - 6MM - 750X370,0,,2023-08-25,2023-09-09,1,VALTER,2023-08-25,
266,4220732802,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 728X854,0,,,,1,VALTER,2023-09-18,
267,4220732803,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 728X854,0,,,,1,VALTER,2023-09-18,
268,4220732801,Porta de Aluminio,PORTA REFLECTA PRATA - 1942X337,0,,,,2,VALTER,2023-08-31,
269,4210216901,Porta de Aluminio,PORTA DE GIRO REFLECTA BRONZE - 746X297,0,,,,2,VALTER,2023-08-31,
270,4210216901,Porta de Aluminio,PORTA DE GIRO RFLECTA BRONZE - 706X396,0,,,,1,VALTER,2023-08-31,
271,4210216901,Porta de Aluminio,PORTA BASCULANTE - 406X396,0,,,,1,VALTER,2023-08-31,
272,4200491101,Porta de Aluminio,PORTA ESPELHO PRATA E PX GOLA 2620X1085,0,,2023-05-25,2023-06-09,1,VALTER,2023-06-03,
273,4200499701,Vidro / Espelho,ESPELHO 4MM COM ILUMINAÇAO JATEADA,0,,,,1,,2023-06-13,
274,4200499701,Vidro / Espelho,VIDRO INCOLOR 8MM,0,,,,1,,2023-06-13,
275,4210200301,Porta de Aluminio,PORTA BASC. PERFIL ALUMINIO FINO C/ VIDRO REFLETA PRATA E PUX FINO,0,,,,1,VALTER,2023-06-19,
276,4210200304,Acessorios Avulsos,PUXADOR  098 COR PRETA C/ FITA - BARRA 3M,0,,,,2,,2023-06-23,
277,4210200304,Acessorios Avulsos,PUXADOR CAVA 45 PRETO 18 MM - BARRA 3M,0,,,,1,,2023-06-15,
278,4210200304,Acessorios Avulsos,TAMPINHA PUX CAVA 45 PRETO 18 MM - PAR,0,,,,3,,2023-06-15,
279,4210200307,Vidro / Espelho,ESPELHO PRATA 4MM LAPIDADO,0,,,,1,,2023-06-09,
280,4210200308,Vidro / Espelho,ESPELHO PRATA 4MM LAPIDADO,0,,,,1,,2023-06-13,
281,4210200308,Acessorios Avulsos,PUXADOR CAVA 45 COR PRETA 18MM - BARRA 3M,0,,,,1,,2023-06-15,
282,4210200308,Acessorios Avulsos,TAMPINHA PUXADOR CAVA 45 COR PRETA 18MM - PAR,0,,,,3,,2023-06-15,
283,4200495505,Acessorios Avulsos,PUXADOR PONTO COBRE ENVELHECIDO - VER ANEXO,12,,2023-06-12,2023-06-26,3,META PUXADORES,2023-06-15,
284,4200495506,Acessorios Avulsos,PUXADOR PONTO COBRE ENVELHECIDO - VER ANEXO,12,,2023-06-12,2023-06-26,4,META PUXADORES,2023-06-15,
285,4200495506,Vidro / Espelho,VIDROS PORTAS PROVENÇAIS,0,,,,4,,2023-06-09,
286,4200495506,Vidro / Espelho,VIDROS PRATELEIRAS INTERNAS,0,,,,5,,2023-06-09,
287,4200495507,Acessorios Avulsos,"PUXADOR PONTO COBRE COBRE ENVELHECIDO - VER ANEXO
NVELHECIDO - VER ANEXO",12,,2023-06-12,2023-06-26,6,META PUXADORES,2023-06-15,
288,4210202503,Porta de Aluminio,PORTA DE ALUMINIO PERFIL FINO C/ VIDRO INCOLOR E PUXADOR 098,0,,,,4,,2023-06-19,
289,4210202504,Porta de Aluminio,PORTAS DE ALUMINIO PERFIL FINO C/ VIDRO REFLECTA BRONZE E PUXADOR ABA 100MM PRATA,0,,,,2,VALTER,2023-06-19,
290,4210205903,Porta de Aluminio,PORTA DE ALUMINIO PERFIL FINO C/ VIDRO BRANCO EXTRA CLEAR E PUXADOR FINO PRATA,0,,,,1,VALTER,2023-06-19,
291,4200500701,Porta de Aluminio,PORTA COM VIDRO PRETO 346x846,0,,2023-05-15,2023-05-30,2,VALTER,2023-05-29,
292,4200498701,Porta de Aluminio,PORTA VIDRO INCOLOR PERFIL PRETO 594x375,0,,2023-05-19,2023-06-03,2,VALTER,2023-05-29,
293,4200498702,Porta de Aluminio,PORTA VIDRO ESPELHO FUME 2326x346,0,,2023-05-19,2023-06-03,2,VALTER,2023-05-29,
294,4200479702,Porta de Aluminio,PORTA ESPELHO PRATA 642x406,0,,2023-05-23,2023-06-07,1,VALTER,2023-05-29,
295,4200495802,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA 646x374,0,,2023-05-23,2023-06-07,1,VALTER,2023-06-09,
296,4200494304,Porta de Aluminio,PORTA ESPELHO PERFIL FINO 715x348,0,,2023-05-23,2023-06-07,4,VALTER,2023-06-09,
297,4200494303,Porta de Aluminio,PORTA ESPELHO PERFIL FINO 714x369,0,,2023-05-23,2023-06-07,4,VALTER,2023-06-09,
298,4210199613,Acessorios Avulsos,"MAO FRANCESA ""L"" 500MM COR PRETA",0,,2023-05-24,2023-05-26,3,,2023-05-26,
299,4210203110,Acessorios Avulsos,PUXADOR SLIM CROMADO 128MM,0,,,,2,,2023-06-15,
300,1000000039,Peças c/ Pintura,Projeto tem peças laqueadas,0,,,,2,INOVAR,2023-06-23,
301,4210199613,Serralheria,METALON P/ CAIXA CONDENSADORA,0,,,,1,METAL ITALO,2023-06-05,
302,4200495509,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO ITALYLINE 115,12,,2023-06-12,2023-06-26,10,META PUXADORES,2023-06-15,
303,4200498901,Acessorios Avulsos,PUXADOR CONCHA COLONIAL PRATA ESCOVADO,12,,2023-06-12,2023-06-26,2,META PUXADORES,2023-06-15,
304,4200498902,Porta de Aluminio,PORTA DESLIZ. PERFIL ALUM. FINO C/ ESPELHO PRATA E PUX PERFIL FINO,0,,,,2,VALTER,2023-06-19,
305,4200498902,Acessorios Avulsos,PUXADOR CONCHA COLONIAL PRATA ESCOVADO,12,,2023-06-12,2023-06-26,4,META PUXADORES,2023-06-15,
306,4200494801,Porta de Aluminio,PORTA PERFIL ALUMIN. FINO C/ VIDRO REFLECTA PRATA E PUX PERFIL FINO,0,,2023-06-09,2023-06-24,1,VALTER,2023-06-26,
307,4200494802,Porta de Aluminio,PORTA PERFIL ALUM. OCULTO PRATA C/ ESPELHO PRATA S/ PUXADOR,0,,2023-06-09,2023-06-24,4,VALTER,2023-06-26,
308,4200494803,Porta de Aluminio,PORTA PERFIL ALUM. OCULTO PRATA C/ ESPELHO PRATA S/ PUXADOR,0,,2023-06-09,2023-06-24,4,VALTER,2023-06-26,
309,4200494805,Vidro / Espelho,TAMPO EM VIDRO INCOLOR DE 04MM (SOBREPOSTO),0,,,,1,,2023-06-26,
310,4200494807,Acessorios Avulsos,RODIZIOS ESPECIAIS GIRATÓRIOS COM TRAVA 100MM ALTURA C/ FERRAGEM,7,950.0,2023-07-13,2023-07-18,6,MERCADO LIVRE,2023-07-17,
311,4210204201,Serralheria,ARCO EM METALON P/ PRATELEIRA - PRETO FOSCO C/ PARAFUSOS,0,,2023-06-13,2023-07-14,4,METAL ITALO,2023-07-14,
312,4210204201,Acessorios Avulsos,FERRAGEM P/ PORTA CAMARAO,0,,2023-07-05,2023-07-06,2,VALTER,2023-07-07,
313,4200503601,Acessorios Avulsos,PUXADOR ALÇA CORDA - ZEN - OSLO 70MM C/ COURO,2,4313.0,2023-06-19,2023-06-27,3,GMAD,2023-06-22,
314,4210184203,Vidro / Espelho,VIDRO INCOLOR 8MM,0,,,,4,VALTER,2023-07-07,
315,4210184203,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE,0,,,,2,VALTER,2023-07-07,
316,4210184203,Porta de Aluminio,PORTA DE GIRO REFLECTA BRONZE,0,,,,1,VALTER,2023-07-07,
317,4210184204,Acessorios Avulsos,CABIDEIRO EM COURO CARAMELO ORUY - Pendurador Dudú Tamanho G,5,8638.0,2023-06-19,2023-07-10,3,ORUY,2023-07-07,
318,4210184207,Vidro / Espelho,ESPELHO PRATA,0,,,,2,VALTER,2023-07-07,
319,4210184208,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 2450x778,0,,,,1,VALTER,2023-07-13,
320,4210184208,Porta de Aluminio,GAVETA COM VISOR DE VIDRO - VIDRO INCOLOR 8MM - 607 X 362,0,,,,0,VALTER,2023-07-13,
321,4210184208,Vidro / Espelho,TAMPO DE VIDRO 8MM - 607x362,0,,,,1,VALTER,2023-07-13,
322,4210184209,Vidro / Espelho,ESPELHO PRATA,0,,,,3,VALTER,2023-07-07,
323,4210184210,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,4,VALTER,2023-07-07,
324,4200497401,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE - 306 x 711,0,,,,2,VALTER,2023-07-07,
325,4200497402,Porta de Aluminio,PORTA REFLECTA BRONZE - 1011x460 / 1011x459 / 1011x456,0,,,,3,VALTER,2023-07-13,
326,4200497403,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 925x702,0,,,,1,VALTER,2023-07-13,
327,4200497404,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 929x797,0,,,,2,VALTER,2023-07-13,
328,4220714602,Porta de Aluminio,PORTA ESPELHO PRATA - 2313x397,0,,2023-07-11,2023-07-26,2,VALTER,2023-07-25,
329,4220714603,Porta de Aluminio,PORTA ESPELHO PRATA - 2313x467,0,,2023-07-11,2023-07-26,2,VALTER,2023-07-25,
330,4200498601,Porta de Aluminio,VIDRO REFLECTA PRATA C/ PELICULA ESPELHADA P/ TV - 1199X749,0,,,,0,VALTER,2023-08-07,
331,4210205201,Acessorios Avulsos,TOALHEIRO CROMADO,0,,,,1,ESTOQUE,2023-06-15,
332,4210205201,Porta de Aluminio,PORTA ESPELHO BRONZE,0,,,,3,VALTER,2023-07-25,
333,4210205202,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA,0,,,,2,VALTER,2023-07-25,
334,4210205203,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,2,VALTER,2023-07-25,
335,4210205204,Tapeçaria,ESTOFADO ASSENTO E ENCOSTO SARJA CRU (SERÁ IMPERMEABILIZADO PELA IMPERLIMP),0,,2023-06-13,2023-06-29,4,RD TAPECARIA,2023-07-06,
336,4210205204,Acessorios Avulsos,FERRAGEM PARA PORTA SANFONADA WINGLINE,0,,,,1,ESCRITORIO,2023-06-12,
337,4210210402,Porta de Aluminio,PORTA REFLECTA BRONZE - 2533x322 (2) / 2533x446 (1) / 2533x424 (1) / 2533x431 (1),0,,2023-07-24,2023-08-08,5,VALTER,2023-08-07,
338,4210210402,Serralheria,METALON,0,,2023-06-13,2023-07-14,4,METAL ITALO,2023-07-14,
339,4210210403,Porta de Aluminio,PORTA ESPELHO PRATA - 1097x344 (1) / 1097x345 (1),0,,2023-07-24,2023-08-08,2,VALTER,2023-08-07,
340,4200482301,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,12,4313.0,2023-06-19,2023-06-27,25,META PUXADORES,2023-06-26,
341,4200482302,Acessorios Avulsos,PUXADOR HASTE 224 - 128MM,3,950.0,2023-06-19,2023-06-20,5,MERCADO LIVRE,2023-06-20,
342,4200482304,Acessorios Avulsos,PUXADOR CONCHA COLONIAL PRETO,12,4313.0,2023-06-19,2023-06-27,15,META PUXADORES,2023-06-26,
343,4200482309,Porta de Aluminio,PORTA VIDRO INCOLOR,0,,2023-06-20,2023-07-05,1,VALTER,2023-06-30,
344,4200472401,Porta de Aluminio,PORTA VIDRO REFLCTA PRATA,0,,,,2,VALTER,2023-07-07,
345,4200472401,Acessorios Avulsos,LIXEIRA SIMPLES,0,,2023-06-14,2023-06-22,1,SCHMITT,2023-06-26,
346,4200472403,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,4,VALTER,2023-07-07,
347,4200472405,Porta de Aluminio,PORTA VIDRO BRANCO,0,,,,2,VALTER,2023-07-07,
348,4210215701,Porta de Aluminio,PORTA ESPELHO PRATA - 2239x337,0,,,,2,VALTER,2023-07-13,
349,4210215702,Acessorios Avulsos,FORMICA PP383 GRANITO CINZA (AB) - PERTECH,0,,2023-06-29,2023-06-29,1,FURNITOURES,2023-06-29,
350,4210204601,Porta de Aluminio,PORTA ESSPELHO PRATA - 864x732,0,,,,2,VALTER,2023-07-13,
351,4200505001,Acessorios Avulsos,ESCORREDOR PORTA PRATOS AEREO FIXO SCHMITT L670xA130xP260mm - INOX - REF. 4096,0,,,,1,ESTOQUE,2023-06-15,
352,4200505001,Acessorios Avulsos,PORTA TOALHA 2107,0,,,,1,ESTOQUE,2023-06-15,
353,4200506402,Acessorios Avulsos,Kit Porta Correr Roldanas Aparente cromado - 2mts,8,950.0,2023-07-05,2023-07-06,1,MERCADO LIVRE,2023-07-06,
354,4210210701,Acessorios Avulsos,LIXEIRA SIMPLES C/ BLINDAGEM 20L L230xA515xP455mm SCHMITT - CROMADO - REF. 2066,0,,2023-06-14,2023-06-22,1,SCHMITT,2023-06-25,
355,4200424701,Trilho,PORTA DESLIZANTE ESPELHO PRATA - 2400X805,0,,,,2,VALTER,2023-08-25,
356,4210201701,Acessorios Avulsos,LIXEIRA DUPLA S/ BLINDAGEM 19L L345xA490xP490mm SCHMITT - CROMADO - REF. 2701,0,,,,1,ESTOUE,2023-06-14,
357,4210201703,Porta de Aluminio,PORTA VIDRO INCOLOR,0,,,,4,VALTER,2023-08-16,
358,4210201704,Acessorios Avulsos,FECHO ROLETE S/ CHAVE,0,,,,2,ESTOQUE,2023-06-23,
359,4210201704,Tapeçaria,CABECEIRA ESTOFADA CORINO MARROM,0,,,,1,RD TAPECARIA,2023-08-22,
360,4210201705,Porta de Aluminio,PORTA ESPELHO FUME,0,,,,1,VALTER,2023-08-16,
361,4200504001,Serralheria,"MAO FRANCESA E ARCO
METALON",6,,2023-06-13,2023-07-14,6,METAL ITALO,2023-07-14,
362,4210216201,Acessorios Avulsos,CAIXA TOMADA PRETA C/ 3 TOMADAS,5,950.0,2023-06-23,2023-07-05,2,CAIXA TOMADA,2023-06-30,
363,4210215501,Acessorios Avulsos,PUXADOR SLIM IL280 - 128MM ITALYLINE - CROMADO,12,4313.0,2023-06-27,2023-07-10,7,META PUXADORES,2023-07-11,
364,4210215501,Acessorios Avulsos,FITA LED 3000K 12W C/ FONTE - 2MTS,0,,,,1,ESCRITORIO,2023-06-23,
365,4210215501,Acessorios Avulsos,BOTÃO BOLINHA P/ LED,0,,,,1,ESCRITORIO,2023-06-25,
366,4210215504,Porta de Aluminio,PORTA ESPELHO PRATA - 1086x392,0,,2023-07-11,2023-07-26,2,VALTER,2023-07-25,
367,4210213401,Porta de Aluminio,PORTA ESPELHO PRATA,0,,2023-07-20,2023-08-04,2,VALTER,2023-08-01,
368,4200503601,Acessorios Avulsos,PUXADOR ACOPLADO BRANCO 15MM - BARRA 3MTS,0,,2023-06-20,2023-06-23,2,VALTER,2023-06-26,
369,4200502401,Acessorios Avulsos,PERFIL POLICARBONATO FLEXIVEL 12X12 - 3mts,1,950.0,2023-06-22,2023-06-27,1,MERCADO LIVRE,2023-06-26,
370,4200502401,Serralheria,ESTRUTURA METALON PRETO - barras p prateleira,0,,2023-06-23,2023-07-24,2,METAL ITALO,2023-07-14,
371,4200502402,Serralheria,ESTRUTURA METALON,0,,2023-06-23,2023-07-24,1,METAL ITALO,2023-07-14,
372,4200502402,Serralheria,PRATELEIRA METALICA,0,,2023-06-23,2023-07-24,2,METAL ITALO,2023-07-14,
373,4200472401,Vidro / Espelho,VIDRO INCOLOR - 4MM - LAP. CANTO RETO,0,,,,1,VALTER,2023-07-07,
374,4210208907,Serralheria,SUPORTE QUADRADO PRETO 20X20,0,,2023-07-03,2023-08-03,1,METAL ITALO,2023-07-27,
375,4200000010,Acessorios Avulsos,FACETATO RICHI MATTE - BARRA 3MTS,0,,2023-07-05,2023-07-06,1,VALTER,2023-07-07,
376,4200000010,Acessorios Avulsos,PONTEIRA RICHI MATTE - PAR,0,,2023-07-05,2023-07-06,25,VALTER,2023-07-07,
377,4200000010,Acessorios Avulsos,FACETATO SUPRA CHAMPAGNE 1001 - BARRA 3MTS,0,,2023-07-05,2023-07-06,1,VALTER,2023-07-07,
378,4200000010,Acessorios Avulsos,PONTEIRA SUPRA CHAMPAGNE 1001  - PAR,0,,2023-07-05,2023-07-06,18,VALTER,2023-07-07,
